sample_id,phi_prediction,phi_correctness,phi_cost,mistralai/mistral-7b-chat_correctness,mistralai/mistral-7b-chat_cost,WizardLM/WizardLM-13B-V1.2_correctness,WizardLM/WizardLM-13B-V1.2_cost,mistralai/mixtral-8x7b-chat_correctness,mistralai/mixtral-8x7b-chat_cost,meta/code-llama-instruct-34b-chat_correctness,meta/code-llama-instruct-34b-chat_cost,gpt-4-1106-preview_correctness,gpt-4-1106-preview_cost
mmlu-professional-law.val.1487,mistralai/mistral-7b-chat,1.0,8.34e-05,1.0,8.34e-05,1.0,0.0001250999999999,1.0,0.0002496,0.0,0.000323592,1.0,0.00418
mmlu-professional-law.val.1224,mistralai/mistral-7b-chat,1.0,4.9600000000000006e-05,1.0,4.9600000000000006e-05,0.0,7.439999999999999e-05,0.0,0.0001487999999999,0.0,0.000192448,1.0,0.00252
mmlu-professional-law.val.1370,mistralai/mistral-7b-chat,0.0,5.220000000000001e-05,0.0,5.220000000000001e-05,0.0,7.83e-05,1.0,0.0001566,0.0,0.000202536,1.0,0.00262
mmlu-professional-law.val.1192,mistralai/mistral-7b-chat,0.0,6.56e-05,0.0,6.56e-05,1.0,9.84e-05,0.0,0.0001961999999999,0.0,0.000254528,0.0,0.00329
mmlu-professional-law.val.1402,mistralai/mistral-7b-chat,1.0,9.04e-05,1.0,9.04e-05,0.0,0.0001356,1.0,0.0002712,0.0,0.0003507519999999,1.0,0.0045299999999999
mmlu-professional-law.val.102,mistralai/mistral-7b-chat,0.0,6.26e-05,0.0,6.26e-05,1.0,9.39e-05,1.0,0.0001877999999999,0.0,0.000242888,1.0,0.00314
mmlu-professional-law.val.443,mistralai/mistral-7b-chat,1.0,5.76e-05,1.0,5.76e-05,0.0,8.64e-05,0.0,0.0001728,0.0,0.0002234879999999,0.0,0.00289
mmlu-professional-law.val.101,gpt-4-1106-preview,0.0,0.002,0.0,3.980000000000001e-05,0.0,5.97e-05,0.0,0.0001193999999999,0.0,0.000154424,0.0,0.002
mmlu-professional-law.val.379,mistralai/mistral-7b-chat,0.0,3.86e-05,0.0,3.86e-05,0.0,5.79e-05,0.0,0.0001158,0.0,0.000149768,1.0,0.00197
mmlu-professional-law.val.1475,mistralai/mixtral-8x7b-chat,1.0,0.0001812,0.0,6.04e-05,1.0,9.06e-05,1.0,0.0001812,0.0,0.000234352,1.0,0.00303
mmlu-professional-law.val.716,mistralai/mistral-7b-chat,0.0,4.600000000000001e-05,0.0,4.600000000000001e-05,0.0,6.9e-05,0.0,0.000138,0.0,0.0001784799999999,0.0,0.00231
mmlu-professional-law.val.912,mistralai/mistral-7b-chat,1.0,3.1e-05,1.0,3.1e-05,1.0,4.65e-05,1.0,9.3e-05,0.0,0.00012028,1.0,0.00156
mmlu-professional-law.val.210,mistralai/mistral-7b-chat,0.0,5.12e-05,0.0,5.12e-05,0.0,7.680000000000001e-05,1.0,0.0001536,0.0,0.000198656,1.0,0.00257
mmlu-professional-law.val.1309,mistralai/mistral-7b-chat,0.0,4.860000000000001e-05,0.0,4.860000000000001e-05,0.0,7.29e-05,0.0,0.0001458,0.0,0.000188568,1.0,0.00244
mmlu-professional-law.val.841,mistralai/mistral-7b-chat,0.0,7.02e-05,0.0,7.02e-05,0.0,0.0001053,0.0,0.0002106,0.0,0.000272376,0.0,0.00352
mmlu-professional-law.val.1052,mistralai/mistral-7b-chat,0.0,7.039999999999999e-05,0.0,7.039999999999999e-05,0.0,0.0001056,0.0,0.0002112,0.0,0.000273152,0.0,0.00353
mmlu-professional-law.val.1473,mistralai/mistral-7b-chat,0.0,4.880000000000001e-05,0.0,4.880000000000001e-05,0.0,7.319999999999999e-05,0.0,0.0001463999999999,0.0,0.0001893439999999,0.0,0.00245
mmlu-professional-law.val.112,mistralai/mistral-7b-chat,0.0,6.780000000000001e-05,0.0,6.780000000000001e-05,1.0,0.0001016999999999,1.0,0.0002033999999999,0.0,0.000263064,1.0,0.0034
mmlu-professional-law.val.643,mistralai/mixtral-8x7b-chat,1.0,8.46e-05,0.0,2.82e-05,0.0,4.23e-05,1.0,8.46e-05,0.0,0.000109416,1.0,0.00142
mmlu-professional-law.val.153,gpt-4-1106-preview,1.0,0.0036,0.0,7.12e-05,0.0,0.0001068,0.0,0.0002136,0.0,0.000276256,1.0,0.0036
mmlu-professional-law.val.631,mistralai/mistral-7b-chat,1.0,4.920000000000001e-05,1.0,4.920000000000001e-05,0.0,7.38e-05,1.0,0.0001476,0.0,0.0001908959999999,1.0,0.0025
mmlu-professional-law.val.53,mistralai/mistral-7b-chat,0.0,5.780000000000001e-05,0.0,5.780000000000001e-05,0.0,8.669999999999999e-05,0.0,0.0001733999999999,0.0,0.000224264,1.0,0.0029
mmlu-professional-law.val.54,mistralai/mixtral-8x7b-chat,1.0,0.0001643999999999,1.0,5.480000000000001e-05,1.0,8.219999999999999e-05,1.0,0.0001643999999999,0.0,0.000212624,1.0,0.00275
mmlu-professional-law.val.590,mistralai/mistral-7b-chat,0.0,6.88e-05,0.0,6.88e-05,0.0,0.0001032,0.0,0.0002064,0.0,0.0002669439999999,0.0,0.00345
mmlu-professional-law.val.1297,mistralai/mistral-7b-chat,0.0,6.159999999999999e-05,0.0,6.159999999999999e-05,1.0,9.24e-05,0.0,0.0001848,0.0,0.000239008,0.0,0.00309
mmlu-professional-law.val.412,mistralai/mistral-7b-chat,1.0,5.660000000000001e-05,1.0,5.660000000000001e-05,0.0,8.49e-05,1.0,0.0001698,0.0,0.000219608,1.0,0.00284
mmlu-professional-law.val.230,mistralai/mistral-7b-chat,1.0,5.4000000000000005e-05,1.0,5.4000000000000005e-05,0.0,8.099999999999999e-05,0.0,0.0001619999999999,0.0,0.00020952,0.0,0.00271
mmlu-professional-law.val.1212,mistralai/mistral-7b-chat,0.0,8.400000000000001e-05,0.0,8.400000000000001e-05,1.0,0.0001259999999999,0.0,0.0002519999999999,0.0,0.00032592,1.0,0.0042099999999999
mmlu-professional-law.val.1529,mistralai/mixtral-8x7b-chat,1.0,0.0001752,0.0,5.84e-05,0.0,8.76e-05,1.0,0.0001752,0.0,0.000226592,1.0,0.00293
mmlu-professional-law.val.372,mistralai/mistral-7b-chat,0.0,4.100000000000001e-05,0.0,4.100000000000001e-05,0.0,6.149999999999999e-05,1.0,0.0001229999999999,0.0,0.0001590799999999,1.0,0.00206
mmlu-professional-law.val.827,gpt-4-1106-preview,0.0,0.00471,1.0,9.4e-05,0.0,0.0001409999999999,0.0,0.0002819999999999,0.0,0.00036472,0.0,0.00471
mmlu-professional-law.val.564,mistralai/mistral-7b-chat,0.0,6.0200000000000006e-05,0.0,6.0200000000000006e-05,0.0,9.03e-05,0.0,0.0001806,0.0,0.000233576,0.0,0.00302
mmlu-professional-law.val.969,mistralai/mixtral-8x7b-chat,1.0,0.0001566,1.0,5.220000000000001e-05,0.0,7.83e-05,1.0,0.0001566,0.0,0.000202536,0.0,0.00265
mmlu-professional-law.val.260,mistralai/mistral-7b-chat,0.0,5.94e-05,0.0,5.94e-05,0.0,8.91e-05,1.0,0.0001782,0.0,0.000230472,1.0,0.00298
mmlu-professional-law.val.621,mistralai/mistral-7b-chat,0.0,7.46e-05,0.0,7.46e-05,1.0,0.0001119,1.0,0.0002238,0.0,0.000289448,1.0,0.00374
mmlu-professional-law.val.1472,mistralai/mixtral-8x7b-chat,0.0,0.000249,0.0,8.3e-05,0.0,0.0001245,0.0,0.000249,0.0,0.00032204,0.0,0.00416
mmlu-professional-law.val.31,mistralai/mistral-7b-chat,0.0,5.720000000000001e-05,0.0,5.720000000000001e-05,1.0,8.58e-05,1.0,0.0001716,0.0,0.000221936,1.0,0.00287
mmlu-professional-law.val.279,mistralai/mistral-7b-chat,0.0,6.88e-05,0.0,6.88e-05,0.0,0.0001032,0.0,0.0002064,0.0,0.0002669439999999,1.0,0.00345
mmlu-professional-law.val.127,mistralai/mistral-7b-chat,1.0,8.98e-05,1.0,8.98e-05,1.0,0.0001347,1.0,0.0002694,0.0,0.000348424,0.0,0.0045
mmlu-professional-law.val.612,mistralai/mixtral-8x7b-chat,0.0,0.0001763999999999,0.0,5.8800000000000006e-05,0.0,8.819999999999999e-05,0.0,0.0001763999999999,0.0,0.000228144,0.0,0.00295
mmlu-professional-law.val.148,mistralai/mistral-7b-chat,1.0,4.9000000000000005e-05,1.0,4.9000000000000005e-05,0.0,7.35e-05,1.0,0.000147,0.0,0.00019012,0.0,0.00246
mmlu-professional-law.val.1441,mistralai/mistral-7b-chat,1.0,3.9000000000000006e-05,1.0,3.9000000000000006e-05,0.0,5.85e-05,0.0,0.000117,0.0,0.0001513199999999,1.0,0.00196
mmlu-professional-law.val.1184,mistralai/mistral-7b-chat,0.0,4.94e-05,0.0,4.94e-05,1.0,7.41e-05,1.0,0.0001482,0.0,0.000191672,1.0,0.00248
mmlu-professional-law.val.1228,mistralai/mistral-7b-chat,0.0,5.160000000000001e-05,0.0,5.160000000000001e-05,1.0,7.74e-05,1.0,0.0001548,0.0,0.000200208,1.0,0.00259
mmlu-professional-law.val.1486,mistralai/mistral-7b-chat,0.0,6.819999999999999e-05,0.0,6.819999999999999e-05,0.0,0.0001023,1.0,0.0002046,0.0,0.000264616,1.0,0.00342
mmlu-professional-law.val.1146,mistralai/mistral-7b-chat,0.0,3.94e-05,0.0,3.94e-05,0.0,5.91e-05,0.0,0.0001182,0.0,0.0001528719999999,1.0,0.00198
mmlu-professional-law.val.1517,mistralai/mistral-7b-chat,0.0,5.380000000000001e-05,0.0,5.380000000000001e-05,1.0,8.07e-05,1.0,0.0001614,0.0,0.000208744,1.0,0.0027
mmlu-professional-law.val.1084,mistralai/mistral-7b-chat,1.0,3.9000000000000006e-05,1.0,3.9000000000000006e-05,0.0,5.85e-05,0.0,0.000117,0.0,0.0001513199999999,0.0,0.00199
mmlu-professional-law.val.618,mistralai/mistral-7b-chat,0.0,7.08e-05,0.0,7.08e-05,1.0,0.0001061999999999,0.0,0.0002123999999999,0.0,0.0002747039999999,0.0,0.00358
mmlu-professional-law.val.1494,mistralai/mistral-7b-chat,1.0,4.580000000000001e-05,1.0,4.580000000000001e-05,0.0,6.869999999999999e-05,0.0,0.0001373999999999,0.0,0.000177704,1.0,0.0023
mmlu-professional-law.val.520,gpt-4-1106-preview,1.0,0.0009199999999999,0.0,1.82e-05,0.0,2.73e-05,0.0,5.46e-05,0.0,7.0616e-05,1.0,0.0009199999999999
mmlu-professional-law.val.1393,mistralai/mistral-7b-chat,0.0,6.46e-05,0.0,6.46e-05,1.0,9.69e-05,1.0,0.0001938,0.0,0.000250648,1.0,0.00324
mmlu-professional-law.val.254,mistralai/mistral-7b-chat,1.0,5.34e-05,1.0,5.34e-05,1.0,8.01e-05,1.0,0.0001602,0.0,0.000207192,1.0,0.00268
mmlu-professional-law.val.857,mistralai/mistral-7b-chat,0.0,6.7e-05,0.0,6.7e-05,0.0,0.0001004999999999,0.0,0.0002003999999999,0.0,0.00025996,1.0,0.00336
mmlu-professional-law.val.1265,mistralai/mistral-7b-chat,0.0,2.72e-05,0.0,2.72e-05,0.0,4.08e-05,1.0,8.159999999999999e-05,0.0,0.000105536,1.0,0.00137
mmlu-professional-law.val.891,mistralai/mixtral-8x7b-chat,1.0,0.0001974,1.0,6.58e-05,0.0,9.87e-05,1.0,0.0001974,0.0,0.000255304,1.0,0.00333
mmlu-professional-law.val.1316,mistralai/mixtral-8x7b-chat,1.0,0.0001229999999999,0.0,4.100000000000001e-05,0.0,6.149999999999999e-05,1.0,0.0001229999999999,0.0,0.0001590799999999,1.0,0.00206
mmlu-professional-law.val.556,mistralai/mistral-7b-chat,0.0,5.06e-05,0.0,5.06e-05,0.0,7.59e-05,0.0,0.0001518,0.0,0.000196328,1.0,0.00254
mmlu-professional-law.val.640,mistralai/mistral-7b-chat,0.0,5.5400000000000005e-05,0.0,5.5400000000000005e-05,0.0,8.31e-05,0.0,0.0001662,0.0,0.000214952,1.0,0.00278
mmlu-professional-law.val.866,mistralai/mistral-7b-chat,0.0,4.56e-05,0.0,4.56e-05,1.0,6.84e-05,1.0,0.0001368,0.0,0.000176928,1.0,0.00229
mmlu-professional-law.val.1206,mistralai/mistral-7b-chat,0.0,5.080000000000001e-05,0.0,5.080000000000001e-05,1.0,7.62e-05,1.0,0.0001524,0.0,0.0001971039999999,0.0,0.00255
mmlu-professional-law.val.5,mistralai/mixtral-8x7b-chat,1.0,7.44e-05,0.0,2.4800000000000003e-05,0.0,3.72e-05,1.0,7.44e-05,0.0,9.6224e-05,1.0,0.00125
mmlu-professional-law.val.1225,mistralai/mistral-7b-chat,0.0,3.1e-05,0.0,3.1e-05,0.0,4.65e-05,1.0,9.3e-05,0.0,0.00012028,0.0,0.0015899999999999
mmlu-professional-law.val.667,gpt-4-1106-preview,1.0,0.00299,0.0,5.9600000000000005e-05,1.0,8.94e-05,1.0,0.0001788,0.0,0.0002312479999999,1.0,0.00299
mmlu-professional-law.val.1120,mistralai/mistral-7b-chat,0.0,5.260000000000001e-05,0.0,5.260000000000001e-05,1.0,7.89e-05,1.0,0.0001578,0.0,0.000204088,1.0,0.00264
mmlu-professional-law.val.581,mistralai/mistral-7b-chat,0.0,6.44e-05,0.0,6.44e-05,0.0,9.66e-05,0.0,0.0001932,0.0,0.000249872,0.0,0.00323
mmlu-professional-law.val.1518,mistralai/mistral-7b-chat,0.0,6.64e-05,0.0,6.64e-05,1.0,9.96e-05,1.0,0.0001992,0.0,0.000257632,1.0,0.00333
mmlu-professional-law.val.133,mistralai/mixtral-8x7b-chat,0.0,0.0001032,0.0,3.44e-05,1.0,5.16e-05,0.0,0.0001032,0.0,0.000133472,1.0,0.00173
mmlu-professional-law.val.43,mistralai/mistral-7b-chat,0.0,3.0600000000000005e-05,0.0,3.0600000000000005e-05,0.0,4.59e-05,1.0,9.18e-05,0.0,0.000118728,1.0,0.00154
mmlu-professional-law.val.989,mistralai/mistral-7b-chat,0.0,3.74e-05,0.0,3.74e-05,1.0,5.61e-05,1.0,0.0001122,0.0,0.000145112,0.0,0.00188
mmlu-professional-law.val.448,mistralai/mixtral-8x7b-chat,0.0,6.24e-05,0.0,2.08e-05,1.0,3.12e-05,0.0,6.24e-05,0.0,8.0704e-05,0.0,0.00105
mmlu-professional-law.val.1081,mistralai/mistral-7b-chat,0.0,5.3200000000000006e-05,0.0,5.3200000000000006e-05,1.0,7.98e-05,1.0,0.0001596,0.0,0.0002064159999999,1.0,0.00267
mmlu-professional-law.val.1239,mistralai/mistral-7b-chat,0.0,8.96e-05,0.0,8.96e-05,0.0,0.0001343999999999,1.0,0.0002687999999999,0.0,0.000347648,1.0,0.00449
mmlu-professional-law.val.1491,mistralai/mistral-7b-chat,0.0,6.3e-05,0.0,6.3e-05,0.0,9.45e-05,1.0,0.0001889999999999,0.0,0.00024444,1.0,0.00316
mmlu-professional-law.val.1268,mistralai/mistral-7b-chat,0.0,8.120000000000001e-05,0.0,8.120000000000001e-05,0.0,0.0001217999999999,1.0,0.0002435999999999,0.0,0.000315056,1.0,0.00407
mmlu-professional-law.val.1489,mistralai/mistral-7b-chat,0.0,4.860000000000001e-05,0.0,4.860000000000001e-05,1.0,7.29e-05,1.0,0.0001458,0.0,0.000188568,0.0,0.00244
mmlu-professional-law.val.744,mistralai/mistral-7b-chat,1.0,4.56e-05,1.0,4.56e-05,0.0,6.84e-05,0.0,0.0001368,0.0,0.000176928,0.0,0.00229
mmlu-professional-law.val.1060,mistralai/mistral-7b-chat,1.0,7.74e-05,1.0,7.74e-05,0.0,0.0001161,1.0,0.0002322,0.0,0.0003003119999999,1.0,0.00388
mmlu-professional-law.val.650,mistralai/mistral-7b-chat,0.0,6.280000000000001e-05,0.0,6.280000000000001e-05,0.0,9.42e-05,0.0,0.0001884,0.0,0.000243664,1.0,0.00315
mmlu-professional-law.val.357,mistralai/mistral-7b-chat,1.0,6.22e-05,1.0,6.22e-05,0.0,9.33e-05,1.0,0.0001866,0.0,0.000241336,1.0,0.00312
mmlu-professional-law.val.1110,mistralai/mistral-7b-chat,0.0,6.280000000000001e-05,0.0,6.280000000000001e-05,0.0,9.42e-05,0.0,0.0001884,0.0,0.000243664,0.0,0.00315
mmlu-professional-law.val.997,mistralai/mistral-7b-chat,0.0,6.819999999999999e-05,0.0,6.819999999999999e-05,0.0,0.0001023,0.0,0.0002046,0.0,0.000264616,1.0,0.00342
mmlu-professional-law.val.244,mistralai/mistral-7b-chat,0.0,7.34e-05,0.0,7.34e-05,0.0,0.0001101,1.0,0.0002202,0.0,0.000284792,0.0,0.00368
mmlu-professional-law.val.6,mistralai/mistral-7b-chat,0.0,6.86e-05,0.0,6.86e-05,0.0,0.0001029,0.0,0.0002058,0.0,0.0002661679999999,1.0,0.00344
mmlu-professional-law.val.1145,mistralai/mistral-7b-chat,1.0,6.159999999999999e-05,1.0,6.159999999999999e-05,0.0,9.24e-05,0.0,0.0001848,0.0,0.000239008,1.0,0.00312
mmlu-professional-law.val.853,mistralai/mistral-7b-chat,0.0,4.920000000000001e-05,0.0,4.920000000000001e-05,1.0,7.38e-05,1.0,0.0001476,0.0,0.0001908959999999,1.0,0.00247
mmlu-professional-law.val.1400,meta/code-llama-instruct-34b-chat,0.0,0.0002273679999999,0.0,5.860000000000001e-05,1.0,8.79e-05,1.0,0.0001758,0.0,0.0002273679999999,1.0,0.00294
mmlu-professional-law.val.637,mistralai/mistral-7b-chat,0.0,6.04e-05,0.0,6.04e-05,1.0,9.06e-05,1.0,0.0001812,0.0,0.000234352,1.0,0.00303
mmlu-professional-law.val.1446,mistralai/mistral-7b-chat,1.0,4.920000000000001e-05,1.0,4.920000000000001e-05,0.0,7.38e-05,1.0,0.0001476,0.0,0.0001908959999999,0.0,0.00247
mmlu-professional-law.val.471,mistralai/mistral-7b-chat,0.0,4.780000000000001e-05,0.0,4.780000000000001e-05,1.0,7.17e-05,0.0,0.0001434,0.0,0.0001854639999999,1.0,0.0024
mmlu-professional-law.val.151,mistralai/mistral-7b-chat,0.0,2.36e-05,0.0,2.36e-05,1.0,3.54e-05,1.0,7.08e-05,0.0,9.1568e-05,1.0,0.00119
