sample_id,phi_prediction,phi_correctness,phi_cost,mistralai/mistral-7b-chat_correctness,mistralai/mistral-7b-chat_cost,WizardLM/WizardLM-13B-V1.2_correctness,WizardLM/WizardLM-13B-V1.2_cost,mistralai/mixtral-8x7b-chat_correctness,mistralai/mixtral-8x7b-chat_cost,meta/code-llama-instruct-34b-chat_correctness,meta/code-llama-instruct-34b-chat_cost,gpt-4-1106-preview_correctness,gpt-4-1106-preview_cost
mmlu-professional-law.val.1081,gpt-4-1106-preview,1.0,0.00267,0.0,5.3200000000000006e-05,1.0,7.98e-05,1.0,0.0001596,0.0,0.0002064159999999,1.0,0.00267
mmlu-professional-law.val.1239,gpt-4-1106-preview,1.0,0.00449,0.0,8.96e-05,0.0,0.0001343999999999,1.0,0.0002687999999999,0.0,0.000347648,1.0,0.00449
mmlu-professional-law.val.1491,gpt-4-1106-preview,1.0,0.00316,0.0,6.3e-05,0.0,9.45e-05,1.0,0.0001889999999999,0.0,0.00024444,1.0,0.00316
mmlu-professional-law.val.1268,gpt-4-1106-preview,1.0,0.00407,0.0,8.120000000000001e-05,0.0,0.0001217999999999,1.0,0.0002435999999999,0.0,0.000315056,1.0,0.00407
mmlu-professional-law.val.1489,gpt-4-1106-preview,0.0,0.00244,0.0,4.860000000000001e-05,1.0,7.29e-05,1.0,0.0001458,0.0,0.000188568,0.0,0.00244
mmlu-professional-law.val.744,gpt-4-1106-preview,0.0,0.00229,1.0,4.56e-05,0.0,6.84e-05,0.0,0.0001368,0.0,0.000176928,0.0,0.00229
mmlu-professional-law.val.1060,gpt-4-1106-preview,1.0,0.00388,1.0,7.74e-05,0.0,0.0001161,1.0,0.0002322,0.0,0.0003003119999999,1.0,0.00388
mmlu-professional-law.val.650,gpt-4-1106-preview,1.0,0.00315,0.0,6.280000000000001e-05,0.0,9.42e-05,0.0,0.0001884,0.0,0.000243664,1.0,0.00315
mmlu-professional-law.val.357,gpt-4-1106-preview,1.0,0.00312,1.0,6.22e-05,0.0,9.33e-05,1.0,0.0001866,0.0,0.000241336,1.0,0.00312
mmlu-professional-law.val.1110,gpt-4-1106-preview,0.0,0.00315,0.0,6.280000000000001e-05,0.0,9.42e-05,0.0,0.0001884,0.0,0.000243664,0.0,0.00315
mmlu-professional-law.val.997,gpt-4-1106-preview,1.0,0.00342,0.0,6.819999999999999e-05,0.0,0.0001023,0.0,0.0002046,0.0,0.000264616,1.0,0.00342
mmlu-professional-law.val.204,gpt-4-1106-preview,1.0,0.00375,0.0,7.48e-05,0.0,0.0001121999999999,1.0,0.0002243999999999,0.0,0.000290224,1.0,0.00375
mmlu-professional-law.val.244,gpt-4-1106-preview,0.0,0.00368,0.0,7.34e-05,0.0,0.0001101,1.0,0.0002202,0.0,0.000284792,0.0,0.00368
mmlu-professional-law.val.6,gpt-4-1106-preview,1.0,0.00344,0.0,6.86e-05,0.0,0.0001029,0.0,0.0002058,0.0,0.0002661679999999,1.0,0.00344
mmlu-professional-law.val.1145,gpt-4-1106-preview,1.0,0.00312,1.0,6.159999999999999e-05,0.0,9.24e-05,0.0,0.0001848,0.0,0.000239008,1.0,0.00312
mmlu-professional-law.val.853,gpt-4-1106-preview,1.0,0.00247,0.0,4.920000000000001e-05,1.0,7.38e-05,1.0,0.0001476,0.0,0.0001908959999999,1.0,0.00247
